nodes,100_metadata_mismatches
1,156.491819
1,7.636539999999999
1,7.397251
1,7.900850999999999
1,7.277816
2,85.20966399999999
2,15.981586
2,17.402857
2,14.434123
2,13.352162
3,73.59344899999999
3,30.414412
3,29.306444
3,24.011277999999997
3,22.026305999999998
4,78.959952
4,39.991188
4,37.12444
4,33.087087
4,28.355362
5,75.42561599999999
5,53.680823999999994
5,50.238037
5,45.102627999999996
5,39.584914
6,85.883408
6,67.541439
6,64.02754
6,59.492365
6,52.189291999999995
7,139.00396899999998
7,79.535035
7,82.554649
7,69.24201
7,62.668747999999994
8,120.64202499999999
8,102.13436399999999
8,102.619355
8,91.957762
8,74.67840199999999
9,133.996402
9,120.548417
9,125.211327
9,100.905765
9,98.237888
10,177.089577
10,137.644162
10,137.327539
10,119.74913799999999
10,107.96988499999999
20,381.79446099999996
20,398.653055
20,382.43325799999997
20,358.726317
20,337.13771299999996
30,796.865966
30,762.666247
30,761.5014749999999
30,681.485702
30,668.208341
40,1338.2855769999999
40,1227.570239
40,1263.0018479999999
40,1155.5959759999998
40,1105.094167
50,1940.934616
50,1926.243182
50,1980.5259959999999
50,1748.420964
50,1689.1658539999999
60,2592.0837699999997
60,2633.824057
60,2538.843106
60,2588.102281
60,2529.308254
70,3578.416682
70,3345.886352
70,3420.4324699999997
70,3346.339682
70,3280.372262
80,4434.562575999999
80,4744.721052
80,4408.955077
80,4333.341181
80,4313.094869
90,5774.544217
90,5909.481551
90,5857.700975
90,5409.584570999999
90,5495.858145
100,6963.342028
100,6790.349832999999
100,6959.923675
100,6582.680034
100,6559.815289
200,25218.273450999997
200,25353.955997999998
200,26109.249241999998
200,24607.320354
200,24475.973387
300,56027.555538
300,54014.737424
300,58152.149697
300,54212.913205
300,55560.113526999994
400,98779.706248
400,96782.29969
400,99523.045713
400,95744.07242899999
400,94368.548981
500,150651.387999
500,150071.310504
500,152645.51765599998
500,150250.70011
500,147524.562186
600,213695.966215
600,211929.815091
600,216425.872794
600,215647.73009599998
600,212140.003469
700,291550.83233299997
700,291902.385263
700,299412.24995699996
700,295901.331332
700,291268.840706
800,378054.661547
800,385497.16397999995
800,394784.112729
800,382082.778926
800,379070.69530099997
900,480840.13466599997
900,493687.271233
900,477904.129679
900,477225.591595
900,477232.72559299995
1000,590586.5372789999
1000,600489.535056
1000,585068.226834
1000,585735.709268
1000,586743.47197