metadata,1_nodes,2_nodes,3_nodes,4_nodes,5_nodes,6_nodes,7_nodes,8_nodes,9_nodes,10_nodes,20_nodes,30_nodes,40_nodes,50_nodes,60_nodes,70_nodes,80_nodes,90_nodes,100_nodes,200_nodes,300_nodes,400_nodes,500_nodes,600_nodes,700_nodes,800_nodes,900_nodes,1000_nodes
1000,520.3358059999999,179.31493799999998,309.245905,283.824436,435.070242,481.78558799999996,595.26058,746.8121659999999,877.284046,1011.9042489999999,2700.057731,5405.634913,9021.863089999999,13373.953565,18285.636601,25306.102607999997,31193.366153,40271.372393,47560.036237,181473.537514,406146.572787,722950.9172769999,1145379.649944,1669245.32186,2283217.164136,3049733.024772,3913499.2393989996,4846333.614757
1000,111.863678,132.131589,225.72713299999998,273.402069,354.68868,490.269255,602.211862,723.588973,842.592584,955.311023,2803.990857,5510.61106,9028.029756,13418.157615999999,18963.592816,25221.695719,32607.45337,39997.556697,50260.026637999996,186684.48502999998,416334.545155,739641.089174,1157440.561086,1690305.8332679998,2325124.525746,3092039.621595,3894035.837787,4838257.4210439995
1000,56.007908,120.90391899999999,267.051788,278.091981,390.400542,510.57271499999996,666.274292,811.594839,944.32152,1086.9530439999999,2856.4446169999997,5693.011162,8867.417927,13323.514561,18495.446389,24570.835736999998,32586.984439,38862.742827,47792.475094999994,181173.53286099999,405897.136244,726052.1756569999,1141890.129925,1662678.3333979999,2293253.3042389997,3055036.0547619998,3906293.670676,4875561.358336
1000,58.881271999999996,123.323084,190.589519,283.695222,368.65509,483.871517,583.055381,717.74074,866.858301,1001.6770359999999,2905.835615,6445.896541,8860.34051,13327.754966999999,18381.766867,24608.296597999997,32777.582322,38919.067875,47559.652156,180765.282292,406597.549626,727248.592721,1151797.361626,1664351.281362,2291067.5258549997,3005549.491174,3847062.9111659997,4779188.178991
1000,72.933347,127.557047,199.52613499999998,273.306822,539.479966,525.5079959999999,618.367439,816.9431099999999,972.336683,1022.800392,3251.2614089999997,5349.394625999999,8888.859196,13104.239155,18119.282162,24313.314847999998,30934.99675,38540.822155999995,47779.857660999995,180720.233897,402116.38842599996,730289.047167,1145867.11345,1666817.224642,2294548.773613,3021384.1716509997,3846050.669638,4774085.832765
1000,102.168976,,211.486311,,,,,,,,,,,,,,,,,,,,,,,,,
1000,164.201202,,246.24452,,,,,,,,,,,,,,,,,,,,,,,,,
1000,67.12053999999999,,196.78475,,,,,,,,,,,,,,,,,,,,,,,,,
1000,57.668285999999995,,200.07002799999998,,,,,,,,,,,,,,,,,,,,,,,,,
1000,70.278644,,200.36516799999998,,,,,,,,,,,,,,,,,,,,,,,,,